alimento,unidad,peso_crudo_g,peso_neto_g,energia_kcal,proteina_g,lipidos_g,hidratos_carbono_g,fibra_g,azucar_g,colesterol_mg,acidos_saturados_g,acidos_monoinsaturados_g,acidos_poliinsaturados_g,acido_folico_mcg,vitamina_a_mcg,calcio_mg,hierro_mg,sodio_mg,potasio_mg,fosforo_mg,zinc_mg,selenio_mcg,carga_glicemica,categoria,pagina,ag_saturados_g,ag_monoinsaturados_g,ag_poliinsaturados_g,colesterol,acido_ascorbico_mg,AG saturados_g,AG monoinsaturados_g,AG poliinsaturados_g,cantidad_sugerida,peso_bruto_g,ac_g_saturados_g,ac_monoinsaturados_g,ac_poliinsaturados_g,AG poliinsaturados (g),AG monoinsaturados (g)
Pudín de plátano en polvo,2 cdita,10,10,37,0,0,9.3,0,7.4,0,0,0,0,,0,2,0.5,78.8,,,,,,azúcares sin grasa,page_178.png,,,,,,,,,,,,,,,
Pudín de vainilla en polvo,2 cdita,10,10,38,0.2,0,9.4,0,7.9,0,0,0,0,,0,0,0,63.5,,,,,,azúcares sin grasa,page_178.png,,,,,,,,,,,,,,,
Pulparindo,1 pieza,14,14,48,0.2,0,11.3,0,10.4,0,0,0,0,,,6.6,1.7,120,,,,,,azúcares sin grasa,page_178.png,,,,,,,,,,,,,,,
Queso de tuna,13 gramos,13,13,42,10.3,0,0.7,0,0,0,0,0,0,,,11.4,,2.8,,,,,,azúcares sin grasa,page_178.png,,,,,,,,,,,,,,,
Red Bull*,1/3 lata,83,83,37,0,0,9.7,,9.7,0,0,0,0,,22.2,0,0,59.2,,,,,6,azúcares sin grasa,page_178.png,,,,,,,,,,,,,,,
Refresco de cola,92 lata,92,92,38,0,0,9.7,,11.1,0,0,0,0,,,0,0,40.7,,,,,6,azúcares sin grasa,page_178.png,,,,,,,,,,,,,,,
Refresco de frutas,89 lata,89,89,44,0,0,11.1,,9.8,0,0,0,0,,,0,0,18.7,,,,,6,azúcares sin grasa,page_178.png,,,,,,,,,,,,,,,
Refresco de limón,116 lata,116,116,39,0,0,10,,10.4,0,0,0,0,,,0,0,69.3,,,,,6,azúcares sin grasa,page_178.png,,,,,,,,,,,,,,,
Refresco de mandarina,117 lata,117,117,40,0,0,10.7,,9.4,0,0,0,0,,,0,0,18.5,,,,,,azúcares sin grasa,page_178.png,,,,,,,,,,,,,,,
Refresco de manzana,117 lata,117,117,43,0,0,10.7,,9.8,0,0,0,0,,,0,0,10,,,,,,azúcares sin grasa,page_178.png,,,,,,,,,,,,,,,
Refresco de naranja,117 lata,117,117,45,0,0,10,,11.1,0,0,0,0,,,0,0,10.7,,,,,,azúcares sin grasa,page_178.png,,,,,,,,,,,,,,,
Refresco de piña,117 lata,117,117,37,0,0,11.2,,9.3,0,0,0,0,,,0,0,9,,,,,,azúcares sin grasa,page_178.png,,,,,,,,,,,,,,,
Refresco de tamarindo,117 lata,117,117,37,0,0,9.4,,9.3,0,0,0,0,,,0,0,10.5,,,,,,azúcares sin grasa,page_178.png,,,,,,,,,,,,,,,
Refresco de toronja,11 lata,11,11,42,0,0,10.5,,9.7,0,0,0,0,,,0,0,41.2,,,,,,azúcares sin grasa,page_178.png,,,,,,,,,,,,,,,
Ring Pop,3/4 pieza,11,11,42,0,0,10.5,,9.7,0,0,0,0,,,0,0,41.2,,,,,,azúcares sin grasa,page_178.png,,,,,,,,,,,,,,,
Rollo de guayaba,15 gramos,,15,46,0,0,11.5,0,8.8,0,0,0,0,,,0,0,9.8,,,,,,azúcares sin grasa,page_179.png,,,,,,,,,,,,,,,
Runts confitados,9 pieza,,11,45,0,0,10.5,0,9.8,0,0,0,0,,,0,0,18.7,,,,,,azúcares sin grasa,page_179.png,,,,,,,,,,,,,,,
Salsa agridulce,2 cda,,32,48,0.1,0.1,12.2,0,6,0,0,0,0,3,0.1,0.2,0.1,114.6,,,,,,azúcares sin grasa,page_179.png,,,,,,,,,,,,,,,
Salsa catsup,2 cda,,30,29,0.1,0,7.6,0,5.3,0,0,0,0,5.4,0.2,0,0,433.4,,,,,,azúcares sin grasa,page_179.png,,,,,,,,,,,,,,,
Salsa charoy,40 gramos,,40,43,0,0,10.6,0,7.2,0,0,0,0,0,0,0,0,450.6,,46,,,,azúcares sin grasa,page_179.png,,,,,,,,,,,,,,,
Salsa de anguila,2 cda,,32,32,0.3,0.1,10.7,0,7.6,0,0,0,0,1.2,0,0.3,0.3,160.9,,,,,,azúcares sin grasa,page_179.png,,,,,,,,,,,,,,,
Salsa de manzana,25 gramos,,25,25,0,0,8.8,0,5.6,0,0.1,0,0,12.1,1.3,0.5,0.9,131.5,,,,,,azúcares sin grasa,page_179.png,,,,,,,,,,,,,,,
Salsa de tamarindo,1/3 taza,,63,75,0.5,0.2,19.5,0,11.9,,,,,,,,,,,,,,,azúcares sin grasa,page_179.png,,,,,,,,,,,,,,,
Salsa Mermeladas comercial,5 cda,,105,57,0.2,0.1,56.7,0,23.4,,,,,,,,,,,,,,,azúcares sin grasa,page_179.png,,,,,,,,,,,,,,,
Salsa para pizza comercial,7 cda,,105,57,0.1,0.1,56.7,0,23.4,,,,,,,,,,,,,,,azúcares sin grasa,page_179.png,,,,,,,,,,,,,,,
Salsa Teriyaki,3 cda,,54,48,3.2,0,8.4,0,7.6,,,,,,,,,2069.8,,,,,,azúcares sin grasa,page_179.png,,,,,,,,,,,,,,,
Sevillana,1 pieza ch,,10,41,1,0,7,0,5,,,,,,,,,12,,,,,,azúcares sin grasa,page_179.png,,,,,,,,,,,,,,,
Sidral Mundet,1/3 lata,,117,47,0,0,11.7,0,8,,,,,,,,,12,,,,,,azúcares sin grasa,page_179.png,,,,,,,,,,,,,,,
Skittles,1 pieza,,11,44,0,0,10.2,0,5,,,,,,,,,33.4,,,,,,azúcares sin grasa,page_179.png,,,,,,,,,,,,,,,
Skwrinkles clásicos,1/2 paquete,,10,35,0,0,8.1,,,,,,,,,,,75,,,,,,azúcares sin grasa,page_179.png,,,,,,,,,,,,,,,
Skwrinkles rellenos,1/2 paquete,,13,50,0.5,0.2,10.5,0,7,,,,,,,,,120,,,,,,azúcares sin grasa,page_179.png,,,,,,,,,,,,,,,
Sprite,1/3 lata,,117,49,0,0,12.3,0,12.3,,,,,,,,,334,,,,,,azúcares sin grasa,page_179.png,,,,,,,,,,,,,,,
Tamiberries,3 pieza,,14,48,0,0,12,0,12,,,,,,,,,165,,,,,,azúcares sin grasa,page_179.png,,,,,,,,,,,,,,,
Tárugos Té helado en polvo,pieza,,15,51,0.5,0.2,12.5,1.1,9.8,0,0,0,0,,0,0.2,0,348.3,0.5,,,,,azúcares sin grasa,page_180.png,,,,,,,,,,,,,,,
Vitamin Water XXX acad-mora azul-granada,cdta,,10,41,0,0.1,10.1,0.1,9.7,0,0,0,0,,0,0,0,17.2,0,,,,,azúcares sin grasa,page_180.png,,,,,,,,,,,,,,,
Vitamin Water Energy Citrico Tropical,1/2 lata,,170,37,0,0,9.4,0,9.4,0,0,0,0,17,0,0,0,0,0,,,,,azúcares sin grasa,page_180.png,,,,,,,,,,,,,,,
Vitamin Water Restore Ponche de frutas,1/2 lata,,170,37,0,0,9.4,0,9.4,0,0,0,0,42.5,0,0,0,0,0,,,,,azúcares sin grasa,page_180.png,,,,,,,,,,,,,,,
Yakult,1 envase,,85,47,0.8,0,10.8,0,10.8,,,,,,,,,,,,,,,azúcares sin grasa,page_180.png,,,,,,,,,,,,,,,
Yakult 401 LT,1 1/2 envase,,127,38,1.3,0.1,10.7,3.6,7.1,,,,,,,,,,,,,,,azúcares sin grasa,page_180.png,,,,,,,,,,,,,,,
Aderezo Blue Cheese bajo en calorías,4 cda,60,60,86,1.7,15,10.4,3,3.6,8.4,5.1,1.7,0,0,0,0,0,68.6,582.9,0,0,0,,azúcares con grasa,page_181.png,,,,,,,,,,,,,,,
Aderezo de miel,4 cda,64,64,70,2.5,2.4,10.7,0,0,0,0,0,0,0,0,0.9,0,71,526.7,0,0,0,,azúcares con grasa,page_181.png,,,,,,,,,,,,,,,
Aderezo de miel y mostaza baja en calorías,3 cda,45,45,64,1.3,1.8,14.1,0.3,0.2,0.6,0,0,0,0,0,0,0,64.3,424.3,0,0,0,,azúcares con grasa,page_181.png,,,,,,,,,,,,,,,
Aderezo francés bajo en calorías,4 cda,60,60,79,0,3.4,13.1,0.4,0.8,1.9,0,0,0,78.8,0,7.5,0.2,48.8,472.5,0,0,0,,azúcares con grasa,page_181.png,,,,,,,,,,,,,,,
Aderezo Mil Islas bajo en calorías,3 cda,45,45,96,0.4,6.4,9.6,0.8,1.6,3.6,8,4,,,,,,68,600,,,,,azúcares con grasa,page_181.png,,,,,,,,,,,,,,,
Aderezo Ranch bajo en calorías,3 cda,45,45,64,1.3,2.8,14.1,0.9,0.3,0,4,0,0,0,0,0,0,64.3,398.6,0,0,0,,azúcares con grasa,page_181.png,,,,,,,,,,,,,,,
Aderezo tipo César bajo en calorías,3 cda,45,45,65,0.3,1.7,12.4,0.3,0,2.8,0,0,0,0,0,0,0,14.5,812.9,0,0,0,,azúcares con grasa,page_181.png,,,,,,,,,,,,,,,
Almendra con chocolate,2 pieza,12,12,61,1.1,4.4,5.3,1.4,1.5,,1.2,3.3,0,,17.2,100.8,0.4,1.1,39.6,23.8,22.8,0,,azúcares con grasa,page_181.png,,,,,,,,,,,,,,,
Almond Joy miniatura,1/3 pieza,16,16,80,4.3,4.3,11.7,2.8,0.9,,0.8,2.8,0,,1.3,9.9,12.2,49,29.4,28.2,,,,azúcares con grasa,page_181.png,,,,,,,,,,,,,,,
Bebida de coco con azúcar,1 taza,20,20,98,0.5,5,7,3.5,1.1,,0,0,0,,,,,45.6,,,,,,azúcares con grasa,page_181.png,,,,,,,,,,,,,,,
Bebida de macadamia con azúcar,1 taza,240,240,74,0.5,4.8,7.9,0.7,0,,0,0,0,451.2,,0,114,,,,,,,azúcares con grasa,page_181.png,,,,,,,,,,,,,,,
Bebida vegetal Silk® Almendra sabor chocolate,1/2 pieza,95,95,45,0.6,0.9,8.7,0.1,0.6,,,,,171,,,69.2,,,,,,,azúcares con grasa,page_181.png,,,,,,,,,,,,,,,
Cacahuate confitado (chocolate),4 pieza,,16,83,2.1,5.4,8,0,6.6,,2.3,2.1,0.7,,,8.2,16.6,0.2,80.3,6.6,33.9,0,3,azúcares CON GRASA,page_182.png,,,,,,,,,,,,,,,
Carlos V,1/2 pieza,,11,56,0.4,2.8,7.4,1.7,0,,1.7,0,0,,,0,0,16.5,,,,,,azúcares CON GRASA,page_182.png,,,,,,,,,,,,,,,
Carlos V semiamargo,1 pieza,,20,99,1.1,5.4,11.6,4,11.6,,4,0,0,,,0,0,5.8,,,,,,azúcares CON GRASA,page_182.png,,,,,,,,,,,,,,,
Chai descafeinado en polvo,1 1/4 cda,,18,75,0.6,1.9,13.1,1.2,0,,0,0,0,,,0,0,15.6,,,,,,azúcares CON GRASA,page_182.png,,,,,,,,,,,,,,,
Chai en polvo sin azúcar,2 cda,,28,109,1.6,6.2,12.4,4.7,0,,0,0,0,,,0,0,46.7,,,,,,azúcares CON GRASA,page_182.png,,,,,,,,,,,,,,,
Chai especies en polvo,1 1/4 cda,,18,81,0.3,3.1,13.1,2.8,0,,0,0,0,,,0,0,9.4,,,,,,azúcares CON GRASA,page_182.png,,,,,,,,,,,,,,,
Chai vainilla descafeinado sin azúcar en polvo,2 cda,,28,101,1.6,6.2,7.8,4.7,0,,0,0,0,,,0,0,46.7,,,,,,azúcares CON GRASA,page_182.png,,,,,,,,,,,,,,,
Chai vainilla en polvo,1 1/4 cda,,18,81,0,0,0,0.6,0,,0,0,0,,,0,0,9.4,,,,,,azúcares CON GRASA,page_182.png,,,,,,,,,,,,,,,
Chai verde en polvo,1 1/4 cdta,,17,75,0.8,0,10.7,3,0,,1.2,0,0,,,0.4,0.4,2.2,,,,,4,azúcares CON GRASA,page_182.png,,,,,,,,,,,,,,,
Chispas chocolate Hershey,5 cdta,,18,89,1.3,5.2,10.4,3.6,2.8,,0.2,1.5,0,,,5.6,33.1,0.4,,,,,3,azúcares CON GRASA,page_182.png,,,,,,,,,,,,,,,
Chispas de chocolate,5 cdta,,18,94,0.7,4.4,8,2.6,1.5,,0.1,1,0,,,5,5,0,,,,,0,azúcares CON GRASA,page_182.png,,,,,,,,,,,,,,,
Chocolate amargo,1/3 pieza,,14,70,0.9,4.5,11.8,3.2,0,,0.3,0,0,,,0,0,13.8,,,,,4,azúcares CON GRASA,page_182.png,,,,,,,,,,,,,,,
Chocolate barra Milch,1/2 pieza,,20,93,1.7,4.8,8.9,2.9,0.1,,0,0,0,,,29.9,0,43,,,,,4,azúcares CON GRASA,page_182.png,,,,,,,,,,,,,,,
Chocolate blanco,15 gramos,15,,81,0.9,4.8,6.7,0,0,,0.5,0,0,,,42.9,0,16.8,,,,,3,azúcares CON GRASA,page_182.png,,,,,,,,,,,,,,,
Chocolate blanco sin azúcar,19 gramos,19,,90,1,6.7,4.4,11.2,0,,,,,,,,,,,,,,,azúcares CON GRASA,page_182.png,,,,,,,,,,,,,,,
Chocolate Carlos V,1 pieza,,18,89,1,4.4,11.2,3.3,0,,,,,,,,,24.8,,,,,,azúcares CON GRASA,page_182.png,,,,,,,,,,,,,,,
Chocolate Carlos V semiamargo,1 pieza,,20,99,1.1,5.4,11.6,,,,4,0,0,,,0,5.8,27.3,,,,,,azúcares CON GRASA,page_183.png,,,,,,,,,,,,,,,
Chocolate con arroz tostado,1/3 barra,,13,70,1,3.9,7.9,,,,2.1,1.1,0,,,24.7,48.1,11.4,,,,,,azúcares CON GRASA,page_183.png,,,,,,,,,,,,,,,
Chocolate con almendra,1/3 barra,,15,77,1.3,5,7.8,,,,2.6,1.8,0.5,,,32.9,65.1,10.9,,,,,5,azúcares CON GRASA,page_183.png,,,,,,,,,,,,,,,
Chocolate con azúcar,15 gramos,,15,70,0.6,2.5,11.3,,,,1.2,0.4,0.1,,41.3,27.9,92.3,5,,,,,4,azúcares CON GRASA,page_183.png,,,,,,,,,,,,,,,
Chocolate con galleta y caramelo,1/2 barra,,15,75,0.7,3.7,9.7,,,,2.8,0.9,0.6,,,15.9,27.7,15.8,,,,,5,azúcares CON GRASA,page_183.png,,,,,,,,,,,,,,,
Chocolate con leche,15 gramos,,15,64,1.4,1.6,11.1,,,,0.9,0.6,0,,41.3,57.3,0,0,,,,,,azúcares CON GRASA,page_183.png,,,,,,,,,,,,,,,
Chocolate con leche con mermos del 10% proteínas,14 gramos,,14,60,1.3,1.5,10.3,,,,0.8,0,0,,38.5,84.7,53.5,0,,,,,,azúcares CON GRASA,page_183.png,,,,,,,,,,,,,,,
Chocolate con leche y almendras sin azúcar,15 gramos,,15,86,1.5,6.3,6,,,,2.3,0.4,0,,36,82.5,24.5,0,,,,,,azúcares CON GRASA,page_183.png,,,,,,,,,,,,,,,
Chocolate con nugat y cacahuate,1/3 pieza,,19,87,0.8,3.3,13.6,,,,1.7,1.5,0.6,,22.2,0.1,32.3,13,,,,,5,azúcares CON GRASA,page_183.png,,,,,,,,,,,,,,,
Chocolate con nugat y macadamias sin azúcar,1/3 pieza,,19,90,1.4,4.5,11.5,,,,1.5,1.7,0.1,,17.8,0.1,46.7,36.1,,,,,5,azúcares CON GRASA,page_183.png,,,,,,,,,,,,,,,
Chocolate conejp Turin,1 pieza,,20,110,2,7,11,,,,4,0,0,,0,0,0,0,,,,,,azúcares CON GRASA,page_183.png,,,,,,,,,,,,,,,
Chocolate Crunch,1/2 pieza,,20,106,0.6,5.9,12.5,,,,3.7,0,0,,,,,,,,,,,azúcares CON GRASA,page_183.png,,,,,,,,,,,,,,,
Chocolate de coco y almendra,1/3 pieza,,16,78,0.7,4.4,9.7,,,,2.8,0.9,0.1,,10.5,0.2,41.5,23.2,,,,,,azúcares CON GRASA,page_183.png,,,,,,,,,,,,,,,
Chocolate de leche y menta,2 pieza,,17,68,0.3,2,12.8,,,,1.4,,,,,2.2,27.3,10.5,,,,,,azúcares CON GRASA,page_183.png,,,,,,,,,,,,,,,
Chocolate en polvo con más del 10% proteínas,15 gramos,,15,60,1.9,1,11,0.4,0.4,0.1,0.4,0.2,0.4,,,86.4,0.4,57.6,14.1,,,,3,azúcares CON GRASA,page_184.png,,,,,,,,,,,,,,,
Chocolate en polvo con más del 10% proteínas,12 gramos,,12,48,0.9,0.4,10.1,0.2,0.2,0,0.2,0.2,0.2,,,33,0.2,72.6,45.8,,,,54,azúcares CON GRASA,page_184.png,,,,,,,,,,,,,,,
Chocolate en polvo DICOSA,25 gramos,,25,94,1.1,6,0.5,0.4,0.4,0.4,0,0,0,,,284,0.3,325,162.5,,,,0,azúcares CON GRASA,page_184.png,,,,,,,,,,,,,,,
Chocolate en polvo azúcar c.,3 cdta,,15,60,3,1.5,9,3,,0,0,0,0,,,5.4,,,,,,,,azúcares CON GRASA,page_184.png,,,,,,,,,,,,,,,
Chocolate Ferrero Rocher 1 1/2 pieza,19 gramos,,19,105,1.5,7.5,10.9,0.9,0.4,0,0.6,1.5,0,,,0,15,10.1,43,,,,5,azúcares CON GRASA,page_184.png,,,,,,,,,,,,,,,
Chocolate fundido 3/4 pieza,14 gramos,,14,59,0.3,5.1,9.8,3.4,1,0,1.2,,0,,,0,23.2,19.8,0,,,,,azúcares CON GRASA,page_184.png,,,,,,,,,,,,,,,
Chocolate Kinder Delice 1/2 pieza,21 gramos,,21,108,1.4,6.4,9.9,3.7,0.3,0,1.5,,0,,,0,17.8,0,0,,,,,azúcares CON GRASA,page_184.png,,,,,,,,,,,,,,,
Chocolate Kit Kat 1/2 pieza,18 gramos,,18,93,0.9,5.6,9.9,1.4,0.6,0,1.5,,0,,,0,15,0,0,,,,,azúcares CON GRASA,page_184.png,,,,,,,,,,,,,,,
Chocolate Larin avellana 3/4 tubo,23 gramos,,23,105,1.4,7.2,11.6,2,0.7,0.1,1.7,,0,,,0,20.2,48.4,0.7,,,,,azúcares CON GRASA,page_184.png,,,,,,,,,,,,,,,
Chocolate Larin avellana 3/4 pieza,16 gramos,,16,72,1,2.7,7.2,0.9,0.9,0,1.1,,0,,,0,9.9,0,0,,,,,azúcares CON GRASA,page_184.png,,,,,,,,,,,,,,,
Chocolate M&M mins 1/3 pieza,17 gramos,,17,75,0.7,3.4,10.2,1.4,1.4,0.1,1.5,,0,,,0,10.3,0,0,,,,,azúcares CON GRASA,page_184.png,,,,,,,,,,,,,,,
Chocolate Milky Way,20 gramos,,20,96,0.8,7.2,10.7,3,1.7,0.2,3.2,,0,,,0,0,0,0,,,,,azúcares CON GRASA,page_184.png,,,,,,,,,,,,,,,
Chocolate Milkyway mini,5 cdta,,5,20,0.2,1.9,3.2,0.4,0.4,0,0,0,0,,,6.2,0.5,0.7,0,,,,,azúcares CON GRASA,page_184.png,,,,,,,,,,,,,,,
Chocolate para repostería sin azúcar,1 pieza,,17,87,0.9,5.4,9.9,3.2,3.4,0.2,2.4,,0,,,0,0,0,0,,,,,azúcares CON GRASA,page_184.png,,,,,,,,,,,,,,,
Chocolate Reeses,17 gramos,,20,108,2.4,6.3,10.3,2.4,2.4,0.2,3,,0,,,0,0,0,0,,,,5,azúcares CON GRASA,page_184.png,,,,,,,,,,,,,,,
Chocolate semiamargo,17 gramos,,17,81,0.7,5.1,10.7,1,1,0,1.9,,0,,,0.5,0,62.1,22.4,,,,,azúcares CON GRASA,page_184.png,,,,,,,,,,,,,,,
Chocolate sin azúcar,15 gramos,15,15,85,2.1,5.8,6.1,0.3,,0,3,2.7,0.3,,,20.1,0.6,0.5,92.3,0.6,,,2,azúcares CON GRASA,page_185.png,,,,,,,,,,,,,,,
Chocolate Snickers,1/3 pieza,16,16,75,1.3,3.5,9.4,0,,0,1.4,1.5,0.6,,,0,,37.4,,,,,35,azúcares CON GRASA,page_185.png,,,,,,,,,,,,,,,
Chocolate suizo de la Rosa,3/4 pieza,15,15,86,0.7,5,8.6,0,,0,2.9,0,0,,,0,,14.3,,,,,,azúcares CON GRASA,page_185.png,,,,,,,,,,,,,,,
Chocolate Turín conejo,1 pieza,20,20,110,2,7,11,0,,0,4,0,0,,,0,,25,,,,,,azúcares CON GRASA,page_185.png,,,,,,,,,,,,,,,
Chocolate Twix,3/4 pieza,19,19,92,0.7,4.4,12.2,0,,0,2.6,1.5,0.4,,,0,,37,,,,,,azúcares CON GRASA,page_185.png,,,,,,,,,,,,,,,
ChocoMentas,18 gramos,18,18,83,0.6,3,13.3,0.6,,0,2.9,0.1,0,,,0,0,11.1,,,,,,azúcares CON GRASA,page_185.png,,,,,,,,,,,,,,,
Chocoretas,18 gramos,18,18,83,0.6,3,13.3,0.6,,0,2.9,0.1,0,,,0,0,11.1,,,,,,azúcares CON GRASA,page_185.png,,,,,,,,,,,,,,,
Cocada,3/4 pieza,21,21,92,0.9,5.3,12.8,1.5,,0.4,6.4,0.2,0,,,4,0.1,30,,,,,,azúcares CON GRASA,page_185.png,,,,,,,,,,,,,,,
Crema en polvo para café,9 cdta,18,18,98,0.8,6.4,9.9,0,,0,,0,0,,146.2,32.6,0,76,,,,,,azúcares CON GRASA,page_185.png,,,,,,,,,,,,,,,
Crunch,1/2 pieza,20,20,106,0.6,5.9,12.5,0,,0,3.7,0,0,,,10.3,0,34.3,,,,,,azúcares CON GRASA,page_185.png,,,,,,,,,,,,,,,
Cubierta de chocolate con nuez,3 cdta,18,18,83,0,3.4,12.3,0.5,,0,1.2,0.7,0,,,0.5,0,5,,,,,,azúcares CON GRASA,page_185.png,,,,,,,,,,,,,,,
Cubierta de queso crema para pasteles,3 cdta,18,18,75,0,3.1,12.1,0,,0,0.8,0.7,0,,,0,0,10,,,,,,azúcares CON GRASA,page_185.png,,,,,,,,,,,,,,,
Duvalín,1 pieza,15,15,80,0,4,10,0,,0,1.5,1.5,0,,,0,0,10,,,,,,azúcares CON GRASA,page_185.png,,,,,,,,,,,,,,,
Duvalín de fresa,1 pieza,15,15,80,2.8,4,13.9,0,,0,1.2,0.8,0,,,58.8,0.2,32.4,,,,,65,azúcares CON GRASA,page_185.png,,,,,,,,,,,,,,,
Flan casero,61 taza,61,61,89,1.1,2.5,11.5,0,,55.1,0.3,0,0,,,50.8,0.4,69.2,,,,,,azúcares CON GRASA,page_185.png,,,,,,,,,,,,,,,
Flan de caja preparado con leche descremada,61 taza,61,61,63,1.8,1.1,11.5,0,,4.1,0,0,0,,,69.2,0,52.6,,,,,,azúcares CON GRASA,page_185.png,,,,,,,,,,,,,,,
Flan de caja preparado con leche entera,1/5 taza,61,61,69,1.8,1.8,11.4,1.1,0.5,,,,,,2.4,67.9,0,97.9,68.5,51.4,0,0,,azúcares CON GRASA,page_186.png,,,,,7.3,,,,,,,,,,
Freskas,18 gramos,18,18,87,0.5,3.4,13.5,22,0,,,,,,0,0,0,0,25,0,0,0,,azúcares CON GRASA,page_186.png,,,,,0,,,,,,,,,,
Glorias,1/2 pieza,14,14,60,1.6,2,10,1.1,0.7,,,,,,0,0,0,0,0,0,0,0,,azúcares CON GRASA,page_186.png,,,,,0,,,,,,,,,,
Harina de coco,1 1/2 cda,15,15,64,3.2,1.5,13.5,6.5,0,,,,,,0,0,0,0,0,0,0,0,,azúcares CON GRASA,page_186.png,,,,,0,,,,,,,,,,
Jamoncillo,1/2 pieza,18,18,70,0.4,3.9,7,0,0,,,,,,0,0,0,0,0,0,0,0,,azúcares CON GRASA,page_186.png,,,,,0,,,,,,,,,,
Jarabe de coco,1/2 cda,85,85,83,5.9,1.2,10.7,3.4,0,,,,,,0,0,0,0,15.1,0,0,0,,azúcares CON GRASA,page_186.png,,,,,0,,,,,,,,,,
Kinder Delice,4 paquetete,21,21,95,2.2,6,11,0,0.1,,,,,,0,0,0,0,27,0,0,0,,azúcares CON GRASA,page_186.png,,,,,0,,,,,,,,,,
Kisses de chocolate,1/3 pieza,15,15,79,1.1,2.3,9.2,0.5,0,,,,,,0,42.7,0.2,15,,0,0,0,4,azúcares CON GRASA,page_186.png,,,,,0,,,,,,,,,,
Kranky,3/4 paquetete,16,16,105,0.6,5,15,0,0.1,,,,,,0,0,0,149,,0,0,0,,azúcares CON GRASA,page_186.png,,,,,0,,,,,,,,,,
Larin de nuez,1/3 pieza,23,23,59,0.6,2.4,9.5,0,0,,,,,,0,0,0,,,0,0,0,,azúcares CON GRASA,page_186.png,,,,,0,,,,,,,,,,
Lunetas,3/4 tubo,14,14,93,3.8,3.8,11.3,0,0,,,,,,0,0,0,24.5,,0,0,0,,azúcares CON GRASA,page_186.png,,,,,0,,,,,,,,,,
M&M mini,28 cda,28,28,93,0.2,1.5,10.9,0,0,,,,,,0,0,0,39.4,,0,0,0,,azúcares CON GRASA,page_186.png,,,,,0,,,,,,,,,,
Malvavisco con chocolate,3/4 pieza,14,14,55,0,0,11.5,0,0,,,,,,0,0,0,13.4,,0,0,0,,azúcares CON GRASA,page_186.png,,,,,0,,,,,,,,,,
Mayonesa baja en grasa,1 1/2 pieza,48,48,79,1.7,5.3,6.2,3.4,0,,,,,,0,0,0,156.5,,0,0,0,,azúcares CON GRASA,page_186.png,,,,,0,,,,,,,,,,
Mayonesa light,3 cda,16,16,82,0.9,5,8.2,1.1,0,,,,,,0,0,0,406.8,,0,0,0,,azúcares CON GRASA,page_186.png,,,,,0,,,,,,,,,,
Mazapán,2 pieza,28,28,93,1.9,3.8,9.5,0,0,,,,,,0,0,0,11.5,,0,0,0,,azúcares CON GRASA,page_186.png,,,,,0,,,,,,,,,,
Menta cubierta con chocolate,3/4 pieza,19,19,85,0.5,2.3,9.8,0,0,,,,,,0,0,0,7.4,,0,0,0,,azúcares CON GRASA,page_186.png,,,,,0,,,,,,,,,,
Mole,1 cda,14,14,55,0.1,0,7.4,0,0,,,,,,0,0,0,0.9,,0,0,0,,azúcares CON GRASA,page_186.png,,,,,0,,,,,,,,,,
Mole de pepita,1 cda,16,16,82,0.9,3.4,8.2,1.1,0,,,,,,0,0,0,2.3,,0,0,0,,azúcares CON GRASA,page_186.png,,,,,0,,,,,,,,,,
Mole poblano en pasta,cda,,16,91,1.2,6.7,6.7,1.6,,2.3,1.1,,,,11.8,48.3,0.9,96.3,186.2,40.6,,,,azúcares CON GRASA,page_187.png,,,,,,,,,,,,,,,
Mole poblano preparado,cda,,48,79,1.7,5.3,6.2,3.4,,6.9,,,,,13.4,11.5,0.9,156.3,64.3,39.4,,,,azúcares CON GRASA,page_187.png,,,,,,,,,,,,,,,
Mousse de chocolate,1/4 taza,,50,71,1,2.3,11.5,0.6,,2.2,0.1,,,,1.5,25.5,0.6,92,76,28,,,,azúcares CON GRASA,page_187.png,,,,,,,,,,,,,,,
Natilla Danette sabor chocolate,1/2 pieza,,50,65,1.7,1.9,10.4,1.2,,,,,,,,54.7,,,,,,,2,azúcares CON GRASA,page_187.png,,,,,,,,,,,,,,,
Natilla Danette sabor vainilla,1/2 pieza,,50,60,1.5,1.9,9.3,,,,,,,,,57,,,,,,,2,azúcares CON GRASA,page_187.png,,,,,,,,,,,,,,,
Nutella de avellana,1 cda,,15,83,0.8,5,8.3,1.7,,0,1.7,2.5,0,,0,0,0,60.4,,60.4,,,2,azúcares CON GRASA,page_187.png,,,,,,,,,,,,,,,
Planchéta de cacahuate,1/3 pieza,,15,75,2.3,5,7,0.7,,0,0.7,3.2,0,,,0,0,45.7,,,,,37,azúcares CON GRASA,page_187.png,,,,,,,,,,,,,,,
Paleta helada de café con cubierta de chocolate y almendras,1/5 pieza,,21,74,1,5.3,5.9,,,5.3,3.2,,,,,15.2,,49.4,,37,,,37,azúcares CON GRASA,page_187.png,,,,,,,,,,,,,,,
Paleta helada de cubilete con cubierta de chocolate y almendras,1/5 pieza,,21,72,1,4.9,5.3,,,2.1,0.6,,,,,19.3,,48,,38,,,3,azúcares CON GRASA,page_187.png,,,,,,,,,,,,,,,
